0,tcp,http,OTH,592,0,0,0,0,8,59,0,0,0,0,1,0,0.86,8,50,1,0,0.29,0.84,0,0,0,0,Normal
0,tcp,http,OTH,440,0,0,0,0,118,108,0,0,0,0,0.48,0.52,0.47,44,39,0.45,0.55,0,0.49,0,0,0,0,Normal
0,tcp,other,OTH,66,0,0,0,0,21,492,0,0,0,0,1,0,0.96,2,76,1,0,0.14,0.97,0,0,0,0,Normal
0,tcp,other,OTH,74,0,0,0,0,7,3,0,0,0,0,0.29,0.71,0.33,7,3,0.29,0.71,0,0.33,0,0,0,0,Normal
0,icmp,eco_i,SF,60,0,0,0,0,34714,34109,0,0,0,0,0.98,0.02,0,52,52,1,0,0.98,0,0,0,0,0,Normal
0,tcp,other,OTH,66,0,0,0,0,2,93,0,0,0,0,1,0,0.98,2,27,1,0,0.07,0.93,0,0,0,0,Normal
0,tcp,other,OTH,66,0,0,0,0,36,90,0,0,0,0,1,0,0.6,33,84,1,0,0.45,0.61,0,0,0,0,Normal
0,tcp,http,OTH,456,0,0,0,0,23,12,0,0,0,0,0.35,0.65,0.33,23,12,0.35,0.65,0.23,0.33,0,0,0,0,Normal
0,tcp,http,OTH,290,0,0,0,0,29,118,0,0,0,0,1,0,0.75,25,67,1,0,0.37,0.63,0,0,0,0,Normal
0,tcp,http,OTH,409,0,0,0,0,281,381,0,0,0,0,0.85,0.15,0.37,66,90,0.91,0.09,0.03,0.33,0,0,0,0,Normal
0,tcp,other,S1,74,0,0,0,0,1,459,0,0.06,0,0,1,0,1,1,93,1,0,0.98,0.99,0,0.19,0,0,Normal
0,tcp,other,OTH,101,0,0,0,0,5,23,0,0,0,0,1,0,0.78,5,23,1,0,0.21,0.78,0,0,0,0,Normal
0,tcp,http,OTH,409,0,0,0,0,83,81,0,0,0,0,0.6,0.4,0.38,62,59,0.61,0.39,0.07,0.36,0,0,0,0,Normal
0,tcp,http,OTH,292,0,0,0,0,57,208,0,0,0,0,1,0,0.73,24,70,1,0,0.45,0.66,0,0,0,0,Normal
0,tcp,other,OTH,101,0,0,0,0,92,159,0,0,0,0,0.72,0.28,0.58,19,34,0.47,0.53,0.26,0.74,0,0,0,0,Normal
0,icmp,eco_i,SF,60,0,0,0,0,8175,7745,0,0,0,0,0.95,0.05,0,53,53,1,0,0.98,0,0,0,0,0,Normal
0,tcp,other,OTH,66,0,0,0,0,57,92,0,0,0,0,0.95,0.05,0.41,57,92,0.95,0.05,0.03,0.41,0,0,0,0,Normal
0,tcp,other,OTH,1176,0,0,0,0,130,245,0,0,0,0,1,0,0.47,31,59,1,0,0.52,0.47,0,0,0,0,Normal
0,udp,other,SF,68,0,0,0,0,1074,214,0,0.04,0,0,0.1,0.9,0.49,56,89,0.89,0.11,0.94,0.44,0,0.1,0,0,Normal
0,tcp,http,OTH,456,0,0,0,0,3,4,0,0,0,0,1,0,0.25,3,4,1,0,0,0.25,0,0,0,0,Normal
0,tcp,other,OTH,66,0,0,0,0,71,178,0,0,0,0,1,0,0.6,32,83,1,0,0.42,0.61,0,0,0,0,Normal
0,tcp,other,RSTO,128,74,0,0,0,2,257,0.5,0.04,0,0,1,0,0.99,2,98,1,0,0,0.98,0.5,0.09,0,0,Normal
0,tcp,other,OTH,66,0,0,0,0,271,156,0,0,0,0,0.2,0.8,0.65,57,16,0.12,0.88,0.24,0.56,0,0,0,0,Normal
0,tcp,other,OTH,54,0,0,0,0,4,48,0,0,0,0,1,0,0.92,1,35,1,0,0.44,0.97,0,0,0,0,Normal
0,tcp,http,OTH,592,0,0,0,0,34,95,0,0,0,0,1,0,0.64,34,82,1,0,0.41,0.59,0,0,0,0,Normal
0,tcp,other,OTH,74,0,0,0,0,65,42,0,0,0,0,0.14,0.86,0.79,52,14,0.1,0.9,0.13,0.64,0,0,0,0,Normal
0,tcp,private,OTH,60,0,0,0,0,371,14,0,0,0,0,0.02,0.98,0.36,57,1,0,1,0.5,1,0,0,0,0,Normal
0,tcp,other,OTH,66,0,0,0,0,186,193,0,0,0,0,0.62,0.38,0.4,52,59,0.63,0.37,0,0.44,0,0,0,0,Normal
0,tcp,other,OTH,66,0,0,0,0,158,92,0,0,0,0,0.31,0.69,0.47,59,26,0.25,0.75,0,0.42,0,0,0,0,Normal
0,tcp,http,OTH,297,0,0,0,0,1,139,0,0,0,0,1,0,0.99,1,89,1,0,0.3,0.99,0,0,0,0,Normal
0,tcp,other,OTH,66,0,0,0,0,183,226,0,0,0,0,0.76,0.24,0.38,59,77,0.83,0.17,0.01,0.36,0,0,0,0,Normal
0,tcp,other,OTH,132,0,0,0,0,3,64,0,0,0,0,1,0,0.95,3,42,1,0,0.74,0.93,0,0,0,0,Normal
0,tcp,other,OTH,66,0,0,0,0,2,306,0,0,0,0,1,0,0.99,2,67,1,0,0.01,0.97,0,0,0,0,Normal
0,tcp,other,OTH,66,0,0,0,0,151,198,0,0,0,0,0.81,0.19,0.38,53,71,0.77,0.23,0.01,0.42,0,0,0,0,Normal
0,icmp,ecr_i,SF,42,0,0,0,0,0,42081,0,0,0,0,0,0,1,0,49,0,0,0.98,1,0,0,0,0,Normal
0,tcp,other,OTH,66,0,0,0,0,14,53,0,0,0,0,1,0,0.74,7,30,1,0,0.35,0.77,0,0,0,0,Normal
